,billboard_year,rank,name,artist,featuring,target
514,2017,15,Unforgettable,French Montana,Swae Lee,1
515,2017,16,24K Magic,Bruno Mars,,1
516,2017,17,Stay,Zedd & Alessia Cara,,1
517,2017,18,Wild Thoughts,DJ Khaled,Rihanna & Bryson Tiller,1
518,2017,19,Black Beatles,Rae Sremmurd,Gucci Mane,1
519,2017,20,Starboy,The Weeknd,Daft Punk,1
520,2017,21,Location,Khalid,,1
521,2017,22,Attention,Charlie Puth,,1
522,2017,23,There's Nothing Holdin' Me Back,Shawn Mendes,,1
523,2017,24,Bodak Yellow,Cardi B,,1
524,2017,25,Redbone,Childish Gambino,,1
525,2017,26,I Don't Wanna Live Forever,Zayn & Taylor Swift,,1
526,2017,27,It Ain't Me,Kygo & Selena Gomez,,1
527,2017,28,iSpy,Kyle,Lil Yachty,1
528,2017,29,Issues,Julia Michaels,,1
529,2017,30,Scars to Your Beautiful,Alessia Cara,,1
530,2017,31,1-800-273-8255,Logic,Alessia Cara & Khalid,1
531,2017,32,Slow Hands,Niall Horan,,1
532,2017,33,Love on the Brain,Rihanna,,1
533,2017,34,I Feel It Coming,The Weeknd,Daft Punk,1
534,2017,35,Bounce Back,Big Sean,,1
535,2017,36,Strip That Down,Liam Payne,Quavo,1
536,2017,37,Fake Love,Drake,,1
537,2017,38,Don't Wanna Know,Maroon 5,Kendrick Lamar,1
538,2017,39,Look What You Made Me Do,Taylor Swift,,1
539,2017,40,Castle on the Hill,Ed Sheeran,,1
540,2017,41,Bad Things,Machine Gun Kelly & Camila Cabello,,1
541,2017,42,Paris,The Chainsmokers,,1
542,2017,43,Side to Side,Ariana Grande,Nicki Minaj,1
543,2017,44,Rockabye,Clean Bandit,Sean Paul & Anne-Marie,1
544,2017,45,Feel It Still,Portugal. The Man,,1
545,2017,46,Let Me Love You,DJ Snake,Justin Bieber,1
546,2017,47,Sorry Not Sorry,Demi Lovato,,1
547,2017,48,Bank Account,21 Savage,,1
548,2017,49,Can't Stop the Feeling!,Justin Timberlake,,1
549,2017,50,Mi Gente,J Balvin & Willy William,Beyoncé,1
550,2017,51,Thunder,Imagine Dragons,,1
551,2017,52,T-shirt,Migos,,1
552,2017,53,Rake It Up,Yo Gotti,Nicki Minaj,1
553,2017,54,Mercy,Shawn Mendes,,1
554,2017,55,Tunnel Vision,Kodak Black,,1
555,2017,56,Rockstar,Post Malone,21 Savage,1
556,2017,57,In Case You Didn't Know,Brett Young,,1
557,2017,58,Heathens,Twenty One Pilots,,1
558,2017,59,Now or Never,Halsey,,1
559,2017,60,Caroline,Aminé,,1
560,2017,61,Rolex,Ayo & Teo,,1
561,2017,62,DNA,Kendrick Lamar,,1
562,2017,63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,,1
563,2017,64,Swang,Rae Sremmurd,,1
564,2017,65,Passionfruit,Drake,,1
565,2017,66,Loyalty,Kendrick Lamar,Rihanna,1
566,2017,67,Praying,Kesha,,1
567,2017,68,Goosebumps,Travis Scott,,1
568,2017,69,Cold,Maroon 5,Future,1
569,2017,70,Broccoli,DRAM,Lil Yachty,1
570,2017,71,Slide,Calvin Harris,Frank Ocean & Migos,1
571,2017,72,What Ifs,Kane Brown,Lauren Alaina,1
572,2017,73,Chained to the Rhythm,Katy Perry,Skip Marley,1
573,2017,74,Feels,Calvin Harris,Pharrell Williams & Katy Perry & Big Sean,1
574,2017,75,All Time Low,Jon Bellion,,1
575,2017,76,Hurricane,Luke Combs,,1
576,2017,77,Too Good at Goodbyes,Sam Smith,,1
577,2017,78,Young Dumb & Broke,Khalid,,1
578,2017,79,Magnolia,Playboi Carti,,1
579,2017,80,Love Galore,SZA,Travis Scott,1
580,2017,81,Drowning,A Boogie wit da Hoodie,Kodak Black,1
581,2017,82,Starving,Hailee Steinfeld & Grey,Zedd,1
582,2017,83,Both,Gucci Mane,Drake,1
583,2017,84,What About Us,P!nk,,1
584,2017,85,Swalla,Jason Derulo,Nicki Minaj & Ty Dolla Sign,1
585,2017,86,Slippery,Migos,Gucci Mane,1
586,2017,87,Sign of the Times,Harry Styles,,1
587,2017,88,Water Under the Bridge,Adele,,1
588,2017,89,Malibu,Miley Cyrus,,1
589,2017,90,Down,Marian Hill,,1
590,2017,91,No Promises,Cheat Codes,Demi Lovato,1
591,2017,92,Treat You Better,Shawn Mendes,,1
592,2017,93,I Get the Bag,Gucci Mane,Migos,1
593,2017,94,Small Town Boy,Dustin Lynch,,1
594,2017,95,Everyday We Lit,YFN Lucci,PnB Rock,1
595,2017,96,Havana,Camila Cabello,Young Thug,1
596,2017,97,What Lovers Do,Maroon 5,SZA,1
597,2017,98,Do Re Mi,Blackbear,,1
598,2017,99,Look at Me!,XXXTentacion,,1
599,2017,100,The Fighter,Keith Urban,Carrie Underwood,1
600,2018,1,God's Plan,Drake,,1
601,2018,2,Perfect,Ed Sheeran,,1
602,2018,3,Meant to Be,Bebe Rexha,Florida Georgia Line,1
603,2018,4,Havana,Camila Cabello,Young Thug,1
604,2018,5,Rockstar,Post Malone,21 Savage,1
605,2018,6,Psycho,Post Malone,Ty Dolla Sign,1
606,2018,7,I Like It,Cardi B & Bad Bunny & J Balvin,,1
607,2018,8,The Middle,Zedd & Maren Morris & Grey,,1
608,2018,9,In My Feelings,Drake,,1
609,2018,10,Girls Like You,Maroon 5,Cardi B,1
610,2018,11,Nice for What,Drake,,1
611,2018,12,Lucid Dreams,Juice Wrld,,1
612,2018,13,Better Now,Post Malone,,1
613,2018,14,Finesse,Bruno Mars,Cardi B,1
614,2018,15,Boo'd Up,Ella Mai,,1
615,2018,16,New Rules,Dua Lipa,,1
616,2018,17,Sad!,XXXTentacion,,1
617,2018,18,Never Be the Same,Camila Cabello,,1
618,2018,19,Love Lies,Khalid & Normani,,1
619,2018,20,No Tears Left to Cry,Ariana Grande,,1
620,2018,21,Mine,Bazzi,,1
621,2018,22,Thunder,Imagine Dragons,,1
622,2018,23,Look Alive,BlocBoy JB,Drake,1
623,2018,24,Delicate,Taylor Swift,,1
624,2018,25,Yes Indeed,Lil Baby & Drake,,1
625,2018,26,Friends,Marshmello & Anne-Marie,,1
626,2018,27,Bad at Love,Halsey,,1
627,2018,28,Taste,Tyga,Offset,1
628,2018,29,Let You Down,NF,,1
629,2018,30,No Limit,G-Eazy,ASAP Rocky & Cardi B,1
630,2018,31,Fefe,6ix9ine,Nicki Minaj & Murda Beatz,1
631,2018,32,Tequila,Dan + Shay,,1
632,2018,33,Feel It Still,Portugal. The Man,,1
633,2018,34,MotorSport,Migos & Nicki Minaj & Cardi B,,1
634,2018,35,I Like Me Better,Lauv,,1
635,2018,36,Youngblood,5 Seconds of Summer,,1
636,2018,37,Whatever It Takes,Imagine Dragons,,1
637,2018,38,Ric Flair Drip,Offset & Metro Boomin,,1
638,2018,39,I Fall Apart,Post Malone,,1
639,2018,40,Pray for Me,The Weeknd & Kendrick Lamar,,1
640,2018,41,Back to You,Selena Gomez,,1
641,2018,42,Sicko Mode,Travis Scott,,1
642,2018,43,Walk It Talk It,Migos,Drake,1
643,2018,44,Gucci Gang,Lil Pump,,1
644,2018,45,Him & I,G-Eazy & Halsey,,1
645,2018,46,In My Blood,Shawn Mendes,,1
646,2018,47,All the Stars,Kendrick Lamar & SZA,,1
647,2018,48,Stir Fry,Migos,,1
648,2018,49,Too Good at Goodbyes,Sam Smith,,1
649,2018,50,Love,Kendrick Lamar,Zacari,1
650,2018,51,This Is America,Childish Gambino,,1
651,2018,52,Nonstop,Drake,,1
652,2018,53,Heaven,Kane Brown,,1
653,2018,54,Bodak Yellow,Cardi B,,1
654,2018,55,Freaky Friday,Lil Dicky,Chris Brown,1
655,2018,56,Gummo,6ix9ine,,1
656,2018,57,Plug Walk,Rich the Kid,,1
657,2018,58,Wait,Maroon 5,,1
658,2018,59,Be Careful,Cardi B,,1
659,2018,60,Wolves,Selena Gomez & Marshmello,,1
660,2018,61,Bartier Cardi,Cardi B,21 Savage,1
661,2018,62,God Is a Woman,Ariana Grande,,1
662,2018,63,Big Bank,YG,2 Chainz & Nicki Minaj & Big Sean,1
663,2018,64,Sorry Not Sorry,Demi Lovato,,1
664,2018,65,How Long,Charlie Puth,,1
665,2018,66,Lights Down Low,Max,Gnash,1
666,2018,67,Young Dumb & Broke,Khalid,,1
667,2018,68,One Kiss,Calvin Harris & Dua Lipa,,1
668,2018,69,Natural,Imagine Dragons,,1
669,2018,70,You Make It Easy,Jason Aldean,,1
670,2018,71,Shape of You,Ed Sheeran,,1
671,2018,72,I Get the Bag,Gucci Mane,Migos,1
672,2018,73,No Brainer,DJ Khaled,Justin Bieber & Chance the Rapper & Quavo,1
673,2018,74,Plain Jane,ASAP Ferg,Nicki Minaj,1
674,2018,75,Sky Walker,Miguel,Travis Scott,1
675,2018,76,Marry Me,Thomas Rhett,,1
676,2018,77,Eastside,Benny Blanco & Halsey & Khalid,,1
677,2018,78,Call Out My Name,The Weeknd,,1
678,2018,79,King's Dead,Jay Rock & Kendrick Lamar & Future & James Blake,,1
679,2018,80,Happier,Marshmello & Bastille,,1
680,2018,81,Te Boté,Darell,Bad Bunny & Nicky Jam & Ozuna,1
681,2018,82,Simple,Florida Georgia Line,,1
682,2018,83,Lemon,N.E.R.D & Rihanna,,1
683,2018,84,1-800-273-8255,Logic,Alessia Cara & Khalid,1
684,2018,85,Say Something,Justin Timberlake,Chris Stapleton,1
685,2018,86,I'm Upset,Drake,,1
686,2018,87,Get Along,Kenny Chesney,,1
687,2018,88,Moonlight,XXXTentacion,,1
688,2018,89,What Lovers Do,Maroon 5,SZA,1
689,2018,90,X,Nicky Jam & J Balvin,,1
690,2018,91,Outside Today,YoungBoy Never Broke Again,,1
691,2018,92,Trip,Ella Mai,,1
692,2018,93,Dura,Daddy Yankee,,1
693,2018,94,Changes,XXXTentacion,,1
694,2018,95,Mercy,Brett Young,,1
695,2018,96,One Number Away,Luke Combs,,1
696,2018,97,Powerglide,Rae Sremmurd,Juicy J,1
697,2018,98,IDGAF,Dua Lipa,,1
698,2018,99,Mi Gente,J Balvin & Willy William,Beyoncé,1
699,2018,100,Believer,Imagine Dragons,,1
700,2019,1,Old Town Road,Lil Nas X,Billy Ray Cyrus,1
701,2019,2,Sunflower,Post Malone & Swae Lee,,1
702,2019,3,Without Me,Halsey,,1
703,2019,4,Bad Guy,Billie Eilish,,1
704,2019,5,Wow,Post Malone,,1
705,2019,6,Happier,Marshmello & Bastille,,1
706,2019,7,7 Rings,Ariana Grande,,1
707,2019,8,Talk,Khalid,,1
708,2019,9,Sicko Mode,Travis Scott,,1
709,2019,10,Sucker,Jonas Brothers,,1
710,2019,11,High Hopes,Panic! at the Disco,,1
711,2019,12,"Thank U, Next",Ariana Grande,,1
712,2019,13,Truth Hurts,Lizzo,,1
713,2019,14,Dancing with a Stranger,Sam Smith & Normani,,1
714,2019,15,Señorita,Shawn Mendes & Camila Cabello,,1
715,2019,16,I Don't Care,Ed Sheeran & Justin Bieber,,1
716,2019,17,Eastside,Benny Blanco & Halsey & Khalid,,1
717,2019,18,Going Bad,Meek Mill,Drake,1
718,2019,19,Shallow,Lady Gaga & Bradley Cooper,,1
719,2019,20,Better,Khalid,,1
720,2019,21,No Guidance,Chris Brown,Drake,1
721,2019,22,Girls Like You,Maroon 5,Cardi B,1
722,2019,23,Sweet but Psycho,Ava Max,,1
723,2019,24,Suge,DaBaby,,1
724,2019,25,Middle Child,J. Cole,,1
725,2019,26,Drip Too Hard,Lil Baby & Gunna,,1
726,2019,27,Someone You Loved,Lewis Capaldi,,1
727,2019,28,Ransom,Lil Tecca,,1
728,2019,29,If I Can't Have You,Shawn Mendes,,1
729,2019,30,Goodbyes,Post Malone,Young Thug,1
730,2019,31,Zeze,Kodak Black,Travis Scott & Offset,1
731,2019,32,Better Now,Post Malone,,1
732,2019,33,Youngblood,5 Seconds of Summer,,1
733,2019,34,Money in the Grave,Drake,Rick Ross,1
734,2019,35,Speechless,Dan + Shay,,1
735,2019,36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,,1
736,2019,37,Please Me,Cardi B & Bruno Mars,,1
737,2019,38,Money,Cardi B,,1
738,2019,39,You Need to Calm Down,Taylor Swift,,1
739,2019,40,Panini,Lil Nas X,,1
740,2019,41,Look Back at It,A Boogie wit da Hoodie,,1
741,2019,42,A Lot,21 Savage,,1
742,2019,43,Me!,Taylor Swift,Brendon Urie,1
743,2019,44,Mia,Bad Bunny,Drake,1
744,2019,45,Pop Out,Polo G,Lil Tjay,1
745,2019,46,Beautiful Crazy,Luke Combs,,1
746,2019,47,Thotiana,Blueface,,1
747,2019,48,Lucid Dreams,Juice Wrld,,1
748,2019,49,Mo Bamba,Sheck Wes,,1
749,2019,50,Beautiful People,Ed Sheeran,Khalid,1
750,2019,51,Wake Up in the Sky,Gucci Mane & Bruno Mars & Kodak Black,,1
751,2019,52,Whiskey Glasses,Morgan Wallen,,1
752,2019,53,God's Country,Blake Shelton,,1
753,2019,54,Be Alright,Dean Lewis,,1
754,2019,55,Pure Water,Mustard & Migos,,1
755,2019,56,The Git Up,Blanco Brown,,1
756,2019,57,Taki Taki,DJ Snake,Selena Gomez & Ozuna & Cardi B,1
757,2019,58,Close to Me,Ellie Goulding & Diplo,Swae Lee,1
758,2019,59,Envy Me,Calboy,,1
759,2019,60,You Say,Lauren Daigle,,1
760,2019,61,"Hey Look Ma, I Made It",Panic! at the Disco,,1
761,2019,62,Circles,Post Malone,,1
762,2019,63,Beer Never Broke My Heart,Luke Combs,,1
763,2019,64,The London,Young Thug & J. Cole & Travis Scott,,1
764,2019,65,Con Calma,Daddy Yankee & Katy Perry,Snow,1
765,2019,66,Murder on My Mind,YNW Melly,,1
766,2019,67,When the Party's Over,Billie Eilish,,1
767,2019,68,Act Up,City Girls,,1
768,2019,69,I Like It,Cardi B & Bad Bunny & J Balvin,,1
769,2019,70,Trampoline,Shaed,,1
770,2019,71,Leave Me Alone,Flipp Dinero,,1
771,2019,72,Breathin,Ariana Grande,,1
772,2019,73,Bury a Friend,Billie Eilish,,1
773,2019,74,Close Friends,Lil Baby,,1
774,2019,75,Baby Shark,Pinkfong,,1
775,2019,76,My Type,Saweetie,,1
776,2019,77,Worth It,YK Osiris,,1
777,2019,78,Only Human,Jonas Brothers,,1
778,2019,79,Knockin' Boots,Luke Bryan,,1
779,2019,80,Trip,Ella Mai,,1
780,2019,81,Rumor,Lee Brice,,1
781,2019,82,Swervin,A Boogie wit da Hoodie,6ix9ine,1
782,2019,83,How Do You Sleep?,Sam Smith,,1
783,2019,84,Baby,Lil Baby & DaBaby,,1
784,2019,85,Look What God Gave Her,Thomas Rhett,,1
785,2019,86,Good as You,Kane Brown,,1
786,2019,87,Clout,Offset,Cardi B,1
787,2019,88,Love Lies,Khalid & Normani,,1
788,2019,89,One Thing Right,Marshmello & Kane Brown,,1
789,2019,90,Cash Shit,Megan Thee Stallion,DaBaby,1
790,2019,91,Tequila,Dan + Shay,,1
791,2019,92,Shotta Flow,NLE Choppa,,1
792,2019,93,Hot Girl Summer,Megan Thee Stallion,Nicki Minaj & Ty Dolla Sign,1
793,2019,94,Talk You Out of It,Florida Georgia Line,,1
794,2019,95,Beautiful,Bazzi,Camila Cabello,1
795,2019,96,Eyes on You,Chase Rice,,1
796,2019,97,All to Myself,Dan + Shay,,1
797,2019,98,Boyfriend,Ariana Grande & Social House,,1
798,2019,99,Walk Me Home,Pink,,1
799,2019,100,Robbery,Juice Wrld,,1
800,2020,1,Blinding Lights,The Weeknd,,1
801,2020,2,Circles,Post Malone,,1
802,2020,3,The Box,Roddy Ricch,,1
803,2020,4,Don't Start Now,Dua Lipa,,1
804,2020,5,Rockstar,DaBaby,Roddy Ricch,1
805,2020,6,Adore You,Harry Styles,,1
806,2020,7,Life Is Good,Future,Drake,1
807,2020,8,Memories,Maroon 5,,1
808,2020,9,The Bones,Maren Morris,,1
809,2020,10,Someone You Loved,Lewis Capaldi,,1
810,2020,11,Say So,Doja Cat,,1
811,2020,12,I Hope,Gabby Barrett,Charlie Puth,1
812,2020,13,Whats Poppin,Jack Harlow,DaBaby & Tory Lanez & Lil Wayne,1
813,2020,14,Dance Monkey,Tones and I,,1
814,2020,15,Savage,Megan Thee Stallion,Beyoncé,1
815,2020,16,Roxanne,Arizona Zervas,,1
816,2020,17,Intentions,Justin Bieber,Quavo,1
817,2020,18,Everything I Wanted,Billie Eilish,,1
818,2020,19,Roses (Imanbek remix),Saint Jhn,,1
819,2020,20,Watermelon Sugar,Harry Styles,,1
820,2020,21,Before You Go,Lewis Capaldi,,1
821,2020,22,Falling,Trevor Daniel,,1
822,2020,23,"10,000 Hours",Dan + Shay & Justin Bieber,,1
823,2020,24,WAP,Cardi B,Megan Thee Stallion,1
824,2020,25,Ballin',Mustard & Roddy Ricch,,1
825,2020,26,Hot Girl Bummer,Blackbear,,1
826,2020,27,Blueberry Faygo,Lil Mosey,,1
827,2020,28,Heartless,The Weeknd,,1
828,2020,29,Bop,DaBaby,,1
829,2020,30,Lose You to Love Me,Selena Gomez,,1
830,2020,31,Good as Hell,Lizzo,,1
831,2020,32,Toosie Slide,Drake,,1
832,2020,33,Break My Heart,Dua Lipa,,1
833,2020,34,Chasin' You,Morgan Wallen,,1
834,2020,35,Savage Love (Laxed – Siren Beat),Jawsh 685 & Jason Derulo,,1
835,2020,36,No Guidance,Chris Brown,Drake,1
836,2020,37,My Oh My,Camila Cabello,DaBaby,1
837,2020,38,Dynamite,BTS,,1
838,2020,39,Go Crazy,Chris Brown & Young Thug,,1
839,2020,40,High Fashion,Roddy Ricch,Mustard,1
840,2020,41,Laugh Now Cry Later,Drake,Lil Durk,1
841,2020,42,Woah,Lil Baby,,1
842,2020,43,Death Bed,Powfu,Beabadoobee,1
843,2020,44,Señorita,Shawn Mendes & Camila Cabello,,1
844,2020,45,Highest in the Room,Travis Scott,,1
845,2020,46,Bad Guy,Billie Eilish,,1
846,2020,47,Mood,24kGoldn,Iann Dior,1
847,2020,48,Rain on Me,Lady Gaga & Ariana Grande,,1
848,2020,49,For the Night,Pop Smoke,Lil Baby & DaBaby,1
849,2020,50,Ritmo (Bad Boys for Life),Black Eyed Peas & J Balvin,,1
850,2020,51,Heart on Ice,Rod Wave,,1
851,2020,52,Nobody but You,Blake Shelton & Gwen Stefani,,1
852,2020,53,Trampoline,Shaed,,1
853,2020,54,Come & Go,Juice Wrld & Marshmello,,1
854,2020,55,Truth Hurts,Lizzo,,1
855,2020,56,If the World Was Ending,JP Saxe,Julia Michaels,1
856,2020,57,We Paid,Lil Baby & 42 Dugg,,1
857,2020,58,Yummy,Justin Bieber,,1
858,2020,59,One Man Band,Old Dominion,,1
859,2020,60,Got What I Got,Jason Aldean,,1
860,2020,61,Sunday Best,Surfaces,,1
861,2020,62,Godzilla,Eminem,Juice Wrld,1
862,2020,63,Bandit,Juice Wrld & YoungBoy Never Broke Again,,1
863,2020,64,Party Girl,StaySolidRocky,,1
864,2020,65,Die from a Broken Heart,Maddie & Tae,,1
865,2020,66,Popstar,DJ Khaled,Drake,1
866,2020,67,All I Want for Christmas Is You,Mariah Carey,,1
867,2020,68,One of Them Girls,Lee Brice,,1
868,2020,69,Hard to Forget,Sam Hunt,,1
869,2020,70,One Margarita,Luke Bryan,,1
870,2020,71,Panini,Lil Nas X,,1
871,2020,72,Hot,Young Thug,Gunna,1
872,2020,73,I Hope You're Happy Now,Carly Pearce & Lee Brice,,1
873,2020,74,Emotionally Scarred,Lil Baby,,1
874,2020,75,Suicidal,YNW Melly,Juice Wrld,1
875,2020,76,The Bigger Picture,Lil Baby,,1
876,2020,77,Only Human,Jonas Brothers,,1
877,2020,78,The Woo,Pop Smoke,50 Cent & Roddy Ricch,1
878,2020,79,Sum 2 Prove,Lil Baby,,1
879,2020,80,Stuck with U,Ariana Grande & Justin Bieber,,1
880,2020,81,Mood Swings,Pop Smoke,Lil Tjay,1
881,2020,82,You Should Be Sad,Halsey,,1
882,2020,83,Dior,Pop Smoke,,1
883,2020,84,Supalonely,Benee,Gus Dapperton,1
884,2020,85,Even Though I'm Leaving,Luke Combs,,1
885,2020,86,The Scotts,Travis Scott & Kid Cudi,,1
886,2020,87,Juicy,Doja Cat & Tyga,,1
887,2020,88,Be Like That,Kane Brown & Swae Lee & Khalid,,1
888,2020,89,Homesick,Kane Brown,,1
889,2020,90,Rags2Riches,Rod Wave,ATR Son Son,1
890,2020,91,Bluebird,Miranda Lambert,,1
891,2020,92,Wishing Well,Juice Wrld,,1
892,2020,93,Does to Me,Luke Combs,Eric Church,1
893,2020,94,Pussy Fairy (OTW),Jhené Aiko,,1
894,2020,95,ILY (I Love You Baby),Surf Mesa,Emilee,1
895,2020,96,More Than My Hometown,Morgan Wallen,,1
896,2020,97,Lovin' on You,Luke Combs,,1
897,2020,98,Said Sum,Moneybagg Yo,,1
898,2020,99,Slide,H.E.R.,YG,1
899,2020,100,Walk Em Down,NLE Choppa,Roddy Ricch,1
900,2021,1,Levitating,Dua Lipa,,1
901,2021,2,Save Your Tears,The Weeknd & Ariana Grande,,1
902,2021,3,Blinding Lights,The Weeknd,,1
903,2021,4,Mood,24kGoldn,Iann Dior,1
904,2021,5,Good 4 U,Olivia Rodrigo,,1
905,2021,6,Kiss Me More,Doja Cat,SZA,1
906,2021,7,Leave the Door Open,Silk Sonic & Bruno Mars & Anderson .Paak,,1
907,2021,8,Drivers License,Olivia Rodrigo,,1
908,2021,9,Montero (Call Me by Your Name),Lil Nas X,,1
909,2021,10,Peaches,Justin Bieber,Daniel Caesar & Giveon,1
910,2021,11,Butter,BTS,,1
911,2021,12,Stay,The Kid Laroi & Justin Bieber,,1
912,2021,13,Deja Vu,Olivia Rodrigo,,1
913,2021,14,Positions,Ariana Grande,,1
914,2021,15,Bad Habits,Ed Sheeran,,1
915,2021,16,Heat Waves,Glass Animals,,1
916,2021,17,Without You,The Kid Laroi,,1
917,2021,18,Forever After All,Luke Combs,,1
918,2021,19,Go Crazy,Chris Brown & Young Thug,,1
919,2021,20,Astronaut in the Ocean,Masked Wolf,,1
920,2021,21,34+35,Ariana Grande,Doja Cat & Megan Thee Stallion,1
921,2021,22,What You Know Bout Love,Pop Smoke,,1
922,2021,23,My Ex's Best Friend,Machine Gun Kelly,Blackbear,1
923,2021,24,Industry Baby,Lil Nas X & Jack Harlow,,1
924,2021,25,Therefore I Am,Billie Eilish,,1
925,2021,26,Up,Cardi B,,1
926,2021,27,Fancy Like,Walker Hayes,,1
927,2021,28,Dakiti,Bad Bunny & Jhay Cortez,,1
928,2021,29,Best Friend,Saweetie,Doja Cat,1
929,2021,30,Rapstar,Polo G,,1
930,2021,31,Heartbreak Anniversary,Giveon,,1
931,2021,32,For the Night,Pop Smoke,Lil Baby & DaBaby,1
932,2021,33,Calling My Phone,Lil Tjay & 6lack,,1
933,2021,34,Beautiful Mistakes,Maroon 5,Megan Thee Stallion,1
934,2021,35,Holy,Justin Bieber,Chance the Rapper,1
935,2021,36,On Me,Lil Baby,,1
936,2021,37,You Broke Me First,Tate McRae,,1
937,2021,38,Traitor,Olivia Rodrigo,,1
938,2021,39,Back in Blood,Pooh Shiesty,Lil Durk,1
939,2021,40,I Hope,Gabby Barrett,Charlie Puth,1
940,2021,41,Dynamite,BTS,,1
941,2021,42,Wockesha,Moneybagg Yo,,1
942,2021,43,You Right,Doja Cat & the Weeknd,,1
943,2021,44,Beat Box 2,SpotemGottem & SpotemGottem,SpotemGottem & Pooh Shiesty & SpotemGottem,1
944,2021,45,Laugh Now Cry Later,Drake,Lil Durk,1
945,2021,46,Need to Know,Doja Cat,,1
946,2021,47,Wants and Needs,Drake,Lil Baby,1
947,2021,48,Way 2 Sexy,Drake,Future & Young Thug,1
948,2021,49,Telepatía,Kali Uchis,,1
949,2021,50,Whoopty,CJ,,1
950,2021,51,Lemonade,Internet Money & Gunna,Don Toliver & Nav,1
951,2021,52,Good Days,SZA,,1
952,2021,53,Starting Over,Chris Stapleton,,1
953,2021,54,Body,Megan Thee Stallion,,1
954,2021,55,Willow,Taylor Swift,,1
955,2021,56,Bang!,AJR,,1
956,2021,57,Better Together,Luke Combs,,1
957,2021,58,You're Mines Still,Yung Bleu,Drake,1
958,2021,59,Every Chance I Get,DJ Khaled,Lil Baby & Lil Durk,1
959,2021,60,Essence,Wizkid,Justin Bieber & Tems,1
960,2021,61,Chasing After You,Ryan Hurd & Maren Morris,,1
961,2021,62,The Good Ones,Gabby Barrett,,1
962,2021,63,Leave Before You Love Me,Marshmello & Jonas Brothers,,1
963,2021,64,Glad You Exist,Dan + Shay,,1
964,2021,65,Lonely,Justin Bieber & Benny Blanco,,1
965,2021,66,Beggin',Måneskin,,1
966,2021,67,Streets,Doja Cat,,1
967,2021,68,What's Next,Drake,,1
968,2021,69,Famous Friends,Chris Young & Kane Brown,,1
969,2021,70,Lil Bit,Nelly & Florida Georgia Line,,1
970,2021,71,Thot Shit,Megan Thee Stallion,,1
971,2021,72,Late at Night,Roddy Ricch,,1
972,2021,73,Kings & Queens,Ava Max,,1
973,2021,74,Anyone,Justin Bieber,,1
974,2021,75,Track Star,Mooski,,1
975,2021,76,Time Today,Moneybagg Yo,,1
976,2021,77,Cry Baby,Megan Thee Stallion,DaBaby,1
977,2021,78,All I Want for Christmas Is You,Mariah Carey,,1
978,2021,79,No More Parties,Coi Leray,Lil Durk,1
979,2021,80,What's Your Country Song,Thomas Rhett,,1
980,2021,81,One Too Many,Keith Urban & Pink,,1
981,2021,82,Arcade,Duncan Laurence,,1
982,2021,83,Yonaguni,Bad Bunny,,1
983,2021,84,Good Time,Niko Moon,,1
984,2021,85,If I Didn't Love You,Jason Aldean & Carrie Underwood,,1
985,2021,86,Knife Talk,Drake,21 Savage & Project Pat,1
986,2021,87,POV,Ariana Grande,,1
987,2021,88,Just the Way,Parmalee & Blanco Brown,,1
988,2021,89,Take My Breath,The Weeknd,,1
989,2021,90,We're Good,Dua Lipa,,1
990,2021,91,Hell of a View,Eric Church,,1
991,2021,92,Rockin' Around the Christmas Tree,Brenda Lee,,1
992,2021,93,Put Your Records On,Ritt Momney,,1
993,2021,94,Happier Than Ever,Billie Eilish,,1
994,2021,95,Single Saturday Night,Cole Swindell,,1
995,2021,96,Things a Man Oughta Know,Lainey Wilson,,1
996,2021,97,Throat Baby (Go Baby),BRS Kash,,1
997,2021,98,Tombstone,Rod Wave,,1
998,2021,99,Drinkin' Beer. Talkin' God. Amen.,Chase Rice,Florida Georgia Line,1
999,2021,100,Todo de Ti,Rauw Alejandro,,1
1000,2022,1,Heat Waves,Glass Animals,,1
1001,2022,2,As It Was,Harry Styles,,1
1002,2022,3,Stay,The Kid Laroi & Justin Bieber,,1
1003,2022,4,Easy on Me,Adele,,1
1004,2022,5,Shivers,Ed Sheeran,,1
1005,2022,6,First Class,Jack Harlow,,1
1006,2022,7,Big Energy,Latto,,1
1007,2022,8,Ghost,Justin Bieber,,1
1008,2022,9,Super Gremlin,Kodak Black,,1
1009,2022,10,Cold Heart (Pnau Remix),Elton John & Dua Lipa,,1
1010,2022,11,Wait for U,Future,Drake & Tems,1
1011,2022,12,About Damn Time,Lizzo,,1
1012,2022,13,Bad Habits,Ed Sheeran,,1
1013,2022,14,Thats What I Want,Lil Nas X,,1
1014,2022,15,Enemy,Imagine Dragons & JID,,1
1015,2022,16,Industry Baby,Lil Nas X & Jack Harlow,,1
1016,2022,17,ABCDEFU,Gayle,,1
1017,2022,18,Need to Know,Doja Cat,,1
1018,2022,19,Wasted on You,Morgan Wallen,,1
1019,2022,20,Me Porto Bonito,Bad Bunny & Chencho Corleone,,1
1020,2022,21,Woman,Doja Cat,,1
1021,2022,22,Tití Me Preguntó,Bad Bunny,,1
1022,2022,23,Running Up That Hill (A Deal with God),Kate Bush,,1
